Episode,Effort,Reward,Loss
3572,80.91,2.95,5.9346
3573,79.31,2.91,2.7202
3574,79.97,2.85,2.9146
3575,78.46,2.81,4.3091
3576,80.98,2.92,5.5818
3577,80.81,2.93,4.7324
3578,80.2,3.01,3.129
3579,81.24,2.81,5.4646
3580,80.93,2.84,4.0104
3581,80.21,2.95,2.7313
3582,78.5,2.85,6.8169
3583,81.98,2.8,6.5743
3584,80.68,2.93,2.811
3585,79.18,2.92,5.2439
3586,80.62,2.87,2.6391
3587,80.75,2.93,2.7232
3588,81.85,2.89,4.6751
3589,82.14,2.84,5.3526
3590,81.66,2.95,3.6504
3591,80.42,2.87,3.1027
3592,81.71,2.94,3.2746
3593,82.24,2.91,4.2611
3594,80.85,2.9,2.9808
3595,79.29,2.92,9.296
3596,82.48,2.91,4.2308
3597,81.57,2.89,2.6653
3598,81.69,2.89,2.681
3599,81.44,2.85,2.6527
3600,82.27,2.88,3.2225
3601,82.51,2.86,3.5717
3602,82.01,2.8,2.656
3603,82.36,2.94,3.113
3604,81.82,2.88,2.663
3605,80.29,2.95,6.9329
3606,81.26,2.93,3.4835
3607,80.91,2.95,4.4064
3608,82.47,2.85,3.0056
3609,80.8,2.86,4.4376
3610,84.09,2.92,9.8627
3611,82.42,2.81,2.9706
3612,81.01,2.77,3.7104
3613,83.36,2.86,5.548
3614,83.92,2.81,7.9452
3615,83.77,2.92,6.9789
3616,81.79,2.84,2.8335
3617,82.06,2.84,2.6887
3618,81.13,2.96,5.0208
3619,82.98,2.79,3.0016
3620,82.52,2.8,2.5725
3621,82.37,2.76,2.5694
3622,82.8,2.79,2.6359
3623,83.23,2.71,3.0125
3624,82.67,2.8,2.5717
3625,83.1,2.81,2.7898
3626,82.78,2.81,2.579
3627,83.8,2.86,4.0199
3628,83.52,2.76,3.096
3629,85.41,2.73,10.6932
3630,81.72,2.78,5.1626
3631,82.62,2.75,2.9545
3632,84.25,2.75,3.9395
3633,83.54,2.81,2.6501
3634,81.93,2.79,5.5251
3635,83.79,2.64,2.603
3636,82.09,2.77,5.1516
3637,83.5,2.79,2.5686
3638,83.98,2.68,2.8288
3639,84.04,2.75,2.9618
3640,81.83,2.73,6.3098
3641,83.4,2.68,2.4703
3642,84.23,2.7,3.2563
3643,83.07,2.78,2.7824
3644,83.49,2.66,2.4459
3645,83.98,2.65,2.7915
3646,83.75,2.66,2.5473
3647,84.36,2.63,3.4268
3648,84.44,2.7,3.6291
3649,84.0,2.66,2.6986
3650,84.21,2.66,2.9104
3651,83.67,2.71,2.4916
3652,84.26,2.64,2.7849
3653,83.62,2.68,2.5051
3654,84.4,2.63,2.8272
3655,82.69,2.72,4.4977
3656,83.39,2.59,2.7687
3657,83.64,2.63,2.5434
3658,84.62,2.63,3.0214
3659,84.28,2.66,2.5794
3660,85.11,2.61,4.0519
3661,83.78,2.66,2.5261
3662,85.4,2.51,4.531
3663,83.99,2.65,2.4639
3664,85.23,2.61,3.8614
3665,83.91,2.68,2.6087
3666,82.95,2.54,4.6308
3667,82.99,2.63,4.7156
3668,83.78,2.55,2.701
3669,83.07,2.77,4.5865
3670,83.88,2.59,2.5513
3671,84.91,2.59,3.0548
3672,85.3,2.58,4.0439
3673,83.89,2.64,2.5245
3674,85.8,2.57,5.8591
3675,84.51,2.59,2.5151
3676,84.25,2.56,2.3576
3677,84.63,2.64,2.6173
3678,83.15,2.53,3.9403
3679,85.06,2.52,3.0614
3680,84.68,2.61,2.5772
3681,84.65,2.52,2.4312
3682,84.87,2.59,2.6956
3683,82.2,2.67,8.9531
3684,85.01,2.5,2.7658
3685,86.85,2.47,9.6789
3686,85.23,2.46,2.9915
3687,84.67,2.57,2.3938
3688,85.83,2.53,4.3508
3689,85.56,2.46,3.2698
3690,83.8,2.49,3.3631
3691,87.09,2.5,8.9169
3692,82.36,2.54,10.4712
3693,85.11,2.51,2.3518
3694,84.09,2.47,3.2177
3695,87.17,2.45,8.0592
3696,85.55,2.49,2.6017
3697,85.06,2.46,2.2614
3698,86.77,2.51,5.5886
3699,84.87,2.51,2.4768
3700,86.37,2.59,3.8553
3701,83.76,2.44,5.4332
3702,86.32,2.41,3.1911
3703,84.79,2.57,2.9592
3704,87.01,2.39,4.9228
3705,86.52,2.45,3.3827
3706,85.64,2.45,2.2539
3707,86.57,2.45,3.2054
3708,86.74,2.38,3.3061
3709,84.37,2.46,4.9542
3710,86.39,2.52,2.6189
3711,85.35,2.41,2.6449
3712,84.6,2.47,4.6074
3713,85.35,2.43,2.7212
3714,85.54,2.51,2.5465
3715,87.12,2.31,3.6561
3716,86.24,2.38,2.2669
3717,85.32,2.42,2.7538
3718,86.86,2.39,3.1018
3719,86.09,2.46,2.2669
3720,86.63,2.42,2.6852
3721,85.06,2.37,3.3187
3722,84.43,2.47,5.5041
3723,87.11,2.32,3.5204
3724,85.7,2.47,2.3937
3725,85.61,2.39,2.3868
3726,85.36,2.4,2.6962
3727,85.73,2.36,2.2366
3728,87.65,2.39,5.6771
3729,85.2,2.39,2.8686
3730,85.49,2.42,2.4755
3731,84.61,2.27,4.0518
3732,85.25,2.42,2.7195
3733,87.1,2.38,4.0533
3734,86.92,2.41,3.6347
3735,86.78,2.31,3.148
3736,84.66,2.38,3.8955
3737,87.52,2.36,5.4357
3738,86.96,2.4,3.6214
3739,85.86,2.39,2.1971
3740,87.5,2.38,4.995
3741,87.36,2.32,4.2378
3742,86.3,2.31,2.1692
3743,86.04,2.3,2.1309
3744,86.55,2.29,2.2242
3745,86.19,2.44,2.2496
3746,86.64,2.32,2.2432
3747,86.3,2.35,2.1668
3748,87.36,2.27,3.0577
3749,86.28,2.37,2.2301
3750,87.3,2.41,2.9256
3751,87.22,2.38,2.6695
3752,87.05,2.36,2.3653
3753,86.76,2.43,2.2375
3754,86.13,2.35,2.6323
3755,88.44,2.35,5.296
3756,86.64,2.32,2.1939
3757,86.98,2.37,2.1854
3758,85.34,2.44,5.4223
3759,86.43,2.37,2.5285
3760,86.97,2.35,2.1624
3761,88.21,2.38,3.9804
3762,87.32,2.36,2.2877
3763,87.41,2.38,2.36
3764,88.97,2.41,6.6117
3765,87.58,2.33,2.3877
3766,86.84,2.4,2.3384
3767,87.89,2.51,2.8599
3768,86.2,2.35,3.5079
3769,85.71,2.5,5.4536
3770,88.56,2.31,3.9255
3771,87.09,2.34,2.2189
3772,86.82,2.39,2.5165
3773,87.89,2.33,2.4813
3774,87.46,2.42,2.2319
3775,88.19,2.44,3.0514
3776,89.14,2.35,5.7308
3777,87.49,2.41,2.2158
3778,87.27,2.44,2.3012
3779,85.1,2.51,9.7099
3780,85.82,2.47,5.8147
3781,86.97,2.42,2.5584
3782,86.59,2.43,3.1493
3783,85.54,2.54,6.7526
3784,87.4,2.45,2.2521
3785,89.44,2.32,7.5401
3786,87.21,2.45,2.254
3787,88.28,2.42,3.5727
3788,85.73,2.44,4.9785
3789,88.25,2.44,3.5995
3790,88.14,2.41,3.3149
3791,86.55,2.47,2.7818
3792,87.33,2.48,2.2988
3793,84.49,2.46,11.226
3794,85.38,2.49,6.1788
3795,87.23,2.49,2.3186
3796,87.92,2.5,3.3138
3797,85.86,2.37,3.6752
3798,86.17,2.57,3.1061
3799,87.46,2.42,2.6395
3800,88.62,2.41,6.0799
3801,88.03,2.4,3.9726
3802,85.7,2.41,3.7532
3803,84.75,2.54,7.7275
3804,88.26,2.48,5.0353
3805,87.82,2.4,3.5605
3806,88.26,2.57,5.2748
3807,85.52,2.43,4.1893
3808,87.14,2.41,2.3619
3809,87.23,2.46,2.4769
3810,86.92,2.31,2.1304
3811,88.27,2.42,4.6912
3812,86.8,2.43,2.2414
3813,86.48,2.45,2.4767
3814,87.43,2.51,2.6165
3815,86.14,2.38,2.9782
3816,87.19,2.43,2.2953
3817,86.59,2.44,2.4344
3818,87.67,2.43,2.7769
3819,86.18,2.4,3.037
3820,85.76,2.43,4.1597
3821,86.59,2.38,2.3857
3822,85.94,2.39,3.4813
3823,86.28,2.46,2.7952
3824,86.61,2.41,2.3111
3825,86.28,2.53,2.7395
3826,87.38,2.45,2.66
3827,84.29,2.41,9.586
3828,86.7,2.31,2.1226
3829,85.91,2.4,2.8254
3830,85.48,2.46,3.6831
3831,87.23,2.44,2.9236
3832,85.65,2.51,3.0331
3833,86.25,2.43,2.246
3834,86.75,2.44,2.504
3835,84.8,2.47,4.7844
3836,86.69,2.31,2.4384
3837,85.61,2.39,2.4982
3838,84.48,2.33,5.0049
3839,86.99,2.38,3.4113
3840,86.93,2.45,3.5066
3841,87.43,2.52,5.3252
3842,86.08,2.41,2.2577
3843,86.92,2.45,3.5339
3844,86.6,2.46,2.8263
3845,86.1,2.31,2.1444
3846,85.25,2.44,2.9116
3847,84.44,2.4,5.1099
3848,86.37,2.37,2.3557
3849,85.64,2.38,2.326
3850,85.49,2.48,2.5669
3851,87.25,2.36,4.1506
3852,85.88,2.42,2.2296
3853,85.19,2.49,3.0293
3854,84.56,2.46,4.6417
3855,86.0,2.43,2.2425
3856,87.7,2.35,6.0031
3857,85.14,2.47,2.9626
3858,85.31,2.45,2.6589
3859,87.87,2.33,6.8197
3860,86.58,2.46,2.8599
3861,84.47,2.43,4.751
3862,85.83,2.52,2.3207
3863,86.82,2.31,3.0835
3864,85.7,2.43,2.2913
3865,85.82,2.41,2.2259
3866,86.19,2.4,2.2834
3867,84.7,2.41,4.0703
3868,86.21,2.44,2.3313
3869,86.49,2.46,2.6577
3870,85.19,2.35,2.806
3871,86.43,2.47,2.5889
3872,85.57,2.39,2.3434
3873,86.43,2.4,2.5296
3874,86.4,2.46,2.5498
3875,83.77,2.51,8.1781
3876,85.58,2.34,2.2783
3877,84.04,2.43,6.3104
3878,85.1,2.42,2.8315
3879,85.52,2.36,2.2213
3880,84.75,2.32,3.1189
3881,85.68,2.33,2.1463
3882,84.66,2.52,3.266
3883,84.36,2.44,3.7136
3884,84.0,2.3,4.2543
3885,84.59,2.34,2.6715
3886,84.54,2.43,2.6802
3887,84.59,2.37,2.4171
3888,85.47,2.39,2.5507
3889,84.75,2.31,2.1306
3890,83.52,2.36,3.9751
3891,86.41,2.34,5.74
3892,86.81,2.34,7.8052
3893,85.37,2.31,2.8027
3894,85.69,2.45,3.6819
3895,84.14,2.38,2.4943
3896,85.66,2.42,3.4197
3897,84.05,2.34,2.6393
3898,83.76,2.26,3.1224
3899,83.96,2.39,2.8806
3900,85.3,2.32,2.5388
3901,85.19,2.47,2.5619
3902,83.63,2.47,3.7046
3903,84.41,2.43,2.3348
3904,84.99,2.35,2.2716
3905,84.94,2.45,2.3404
3906,82.9,2.4,5.9168
3907,85.03,2.3,2.309
3908,83.36,2.41,4.056
3909,84.35,2.42,2.2734
3910,85.3,2.4,2.9809
3911,84.78,2.49,2.4137
3912,84.4,2.44,2.2432
3913,85.85,2.48,4.7901
3914,84.39,2.48,2.2782
3915,84.08,2.49,2.4697
3916,83.82,2.41,2.6954
3917,83.99,2.54,2.5962
3918,83.86,2.45,2.6466
3919,84.32,2.51,2.3149
3920,84.75,2.54,2.5174
3921,84.69,2.52,2.4537
3922,85.0,2.45,2.766
3923,84.43,2.52,2.321
3924,84.21,2.33,2.1708
3925,86.65,2.47,8.7224
3926,83.4,2.52,3.5998
3927,84.35,2.58,2.378
3928,83.67,2.6,3.2022
3929,84.88,2.49,2.5059
3930,84.93,2.64,2.7076
3931,83.86,2.4,2.6863
3932,84.97,2.53,2.6144
3933,84.17,2.61,2.5462
3934,84.18,2.62,2.5526
3935,85.29,2.58,3.1476
3936,86.38,2.65,7.0132
3937,83.7,2.61,3.4072
3938,85.34,2.59,3.0807
3939,86.49,2.52,6.5821
3940,85.62,2.63,3.458
3941,85.49,2.56,2.9314
3942,84.28,2.61,2.9326
3943,83.96,2.51,3.6193
3944,85.24,2.59,2.438
3945,83.94,2.69,4.1992
3946,85.69,2.56,2.8316
3947,82.6,2.71,11.0452
3948,85.26,2.62,2.4567
3949,84.98,2.66,2.4488
3950,84.45,2.53,2.737
3951,85.35,2.61,2.5684
3952,84.9,2.65,2.4409
3953,85.75,2.54,3.1469
3954,85.84,2.52,3.3301
3955,83.28,2.66,6.1794
3956,84.22,2.66,3.1304
3957,85.01,2.68,2.4765
3958,84.97,2.6,2.4056
3959,85.59,2.65,3.1707
3960,84.0,2.64,3.3663
3961,84.43,2.62,2.5928
3962,84.96,2.71,2.532
3963,85.11,2.59,2.5403
3964,83.81,2.52,3.4277
3965,85.33,2.57,2.8527
3966,85.02,2.63,2.5581
3967,85.14,2.56,2.61
3968,85.45,2.6,3.1228
3969,83.98,2.55,3.0323
3970,84.54,2.59,2.4252
3971,84.77,2.63,2.4211
3972,85.01,2.54,2.4418
3973,84.74,2.72,2.4968
3974,85.47,2.54,3.0343
3975,82.53,2.48,8.3767
3976,84.56,2.66,2.4777
3977,85.52,2.55,3.2136
3978,84.9,2.58,2.4355
3979,86.16,2.6,5.2438
3980,86.36,2.56,5.8049
3981,83.66,2.61,4.0164
3982,84.77,2.65,2.4387
3983,83.96,2.59,3.3885
3984,82.34,2.57,10.3544
3985,84.19,2.62,2.887
3986,84.55,2.55,2.3834
3987,84.8,2.66,2.4616
3988,83.88,2.62,3.1365
3989,82.79,2.67,6.6803
3990,85.99,2.59,5.3397
3991,84.06,2.57,2.5331
3992,85.55,2.6,4.1764
3993,85.62,2.57,4.4511
3994,82.68,2.63,6.1386
3995,85.24,2.62,3.4948
3996,83.65,2.69,3.0811
3997,86.58,2.64,9.3471
3998,82.08,2.63,9.1082
3999,83.84,2.56,2.6366
4000,84.19,2.55,2.3541
4001,84.99,2.62,3.1425
4002,84.51,2.58,2.4658
4003,84.18,2.63,2.4219
4004,83.84,2.67,2.6535
4005,84.52,2.6,2.5035
4006,84.62,2.69,2.6925
4007,84.62,2.57,2.5631
4008,84.35,2.58,2.3903
4009,84.6,2.55,2.5027
4010,83.51,2.56,3.0921
4011,85.87,2.58,5.6364
4012,83.16,2.52,3.9921
4013,85.07,2.61,3.1141
4014,84.37,2.56,2.349
4015,84.43,2.57,2.3652
4016,84.15,2.69,2.5488
4017,84.53,2.75,2.543
4018,84.58,2.61,2.4262
4019,85.18,2.6,3.0935
4020,85.45,2.47,3.4372
4021,84.62,2.54,2.3422
4022,84.55,2.56,2.3526
4023,84.36,2.66,2.5356
4024,83.58,2.56,3.8015
4025,84.51,2.6,2.4126
4026,86.51,2.47,6.5192
4027,85.65,2.57,3.5391
4028,83.77,2.65,3.707
4029,84.51,2.63,2.5104
4030,88.43,2.52,18.8602
4031,82.71,2.55,8.442
4032,85.54,2.56,2.8153
4033,85.69,2.52,2.9516
4034,86.53,2.6,5.2797
4035,85.41,2.63,2.5272
4036,84.06,2.58,4.064
4037,85.77,2.67,2.801
4038,85.79,2.52,2.5983
4039,87.76,2.58,9.7638
4040,86.79,2.58,4.6043
4041,85.58,2.59,2.3778
4042,85.17,2.61,2.753
4043,87.64,2.6,6.9065
4044,85.42,2.59,2.6731
4045,85.88,2.56,2.3625
4046,86.89,2.58,3.238
4047,84.94,2.64,4.3961
4048,87.19,2.58,3.6026
4049,86.83,2.55,2.7326
4050,83.54,2.62,12.7736
4051,88.73,2.61,9.7574
4052,86.18,2.6,2.4662
4053,87.05,2.62,2.864
4054,88.55,2.55,7.684
4055,85.13,2.67,5.3006
4056,86.77,2.59,2.4048
4057,86.6,2.56,2.3623
4058,86.16,2.58,2.7853
4059,86.43,2.56,2.486
4060,86.63,2.62,2.4257
4061,86.41,2.55,2.5138
4062,85.63,2.68,4.2342
4063,87.93,2.5,3.9812
4064,85.99,2.54,3.0938
4065,85.75,2.67,3.817
4066,86.57,2.66,2.48
4067,87.62,2.57,3.4503
4068,85.04,2.68,6.1053
4069,86.36,2.65,2.5495
4070,86.77,2.61,2.4312
4071,86.6,2.66,2.4406
4072,87.52,2.57,3.5692
4073,87.4,2.6,3.3553
4074,88.36,2.56,6.5683
4075,87.23,2.67,2.9909
4076,86.51,2.63,2.4421
4077,88.37,2.64,6.2248
4078,85.96,2.72,3.3487
4079,85.53,2.68,4.6155
4080,88.36,2.6,5.5096
4081,86.34,2.6,2.7346
4082,85.32,2.72,5.8287
4083,87.17,2.61,2.5118
4084,86.5,2.57,2.5552
4085,85.96,2.68,3.6049
4086,86.55,2.7,2.6134
4087,86.75,2.7,2.4916
4088,88.15,2.63,4.7705
4089,86.03,2.71,3.3281
4090,86.7,2.66,2.4556
4091,86.69,2.64,2.4381
4092,84.8,2.7,7.7283
4093,85.85,2.7,3.5273
4094,87.74,2.58,3.8743
4095,87.63,2.52,3.5852
4096,85.41,2.69,4.4238
4097,87.16,2.71,2.9376
4098,85.95,2.67,2.9504
4099,85.95,2.67,2.8893
4100,87.74,2.63,4.4703
4101,87.59,2.63,4.0374
4102,85.68,2.67,3.3258
4103,87.24,2.67,3.2106
4104,86.57,2.64,2.4364
4105,85.94,2.61,2.8101
4106,85.46,2.66,3.8847
4107,87.11,2.59,2.8954
4108,86.16,2.69,2.5985
4109,86.11,2.61,2.5532
4110,84.3,2.76,8.8535
4111,86.85,2.53,2.6045
4112,86.72,2.6,2.5842
4113,86.05,2.62,2.4913
4114,85.96,2.58,2.4955
4115,86.21,2.63,2.418
4116,85.87,2.58,2.5028
4117,85.37,2.62,3.2173
4118,86.82,2.59,3.0304
4119,85.94,2.61,2.4265
4120,84.74,2.6,4.6252
4121,85.6,2.64,2.6262
4122,85.35,2.64,2.8785
4123,86.17,2.57,2.4713
4124,86.57,2.68,3.1969
4125,85.23,2.63,2.8362
4126,85.99,2.59,2.4523
4127,86.77,2.57,3.7532
4128,84.96,2.66,3.2131
4129,85.81,2.63,2.4321
4130,84.17,2.66,5.4846
4131,84.43,2.59,4.2575
4132,86.2,2.56,2.8755
4133,84.51,2.56,3.6398
4134,85.88,2.57,2.5931
4135,85.91,2.59,2.7166
4136,85.49,2.56,2.3713
4137,85.82,2.53,2.6142
4138,84.88,2.65,2.7015
4139,85.1,2.58,2.4285
4140,85.22,2.64,2.4329
4141,84.62,2.58,2.889
4142,85.44,2.57,2.418
4143,85.98,2.63,3.2307
4144,83.43,2.58,6.3216
4145,85.02,2.66,2.4688
4146,85.41,2.57,2.486
4147,84.63,2.56,2.5971
4148,84.52,2.58,2.7108
4149,84.13,2.62,3.3544
4150,86.32,2.49,4.7367
4151,85.32,2.58,2.5968
4152,85.46,2.56,2.7796
4153,83.59,2.47,4.3433
4154,84.89,2.62,2.4087
4155,86.42,2.58,5.5876
4156,85.47,2.62,2.9136
4157,84.44,2.55,2.5903
4158,85.95,2.59,3.8224
4159,85.62,2.53,2.9132
4160,84.82,2.59,2.4167
4161,84.65,2.63,2.6004
4162,85.06,2.55,2.3445
4163,85.78,2.54,2.9791
4164,83.07,2.62,7.8685
4165,85.01,2.57,2.3737
4166,84.62,2.54,2.6065
4167,85.14,2.58,2.3751
4168,85.66,2.5,2.7677
4169,83.46,2.54,5.4922
4170,86.6,2.5,5.4559
4171,85.51,2.53,2.6432
4172,83.8,2.58,4.2783
4173,85.72,2.49,2.9282
4174,84.95,2.55,2.3485
4175,85.19,2.5,2.339
4176,85.49,2.45,2.5389
4177,86.43,2.47,4.7249
4178,84.96,2.57,2.373
4179,85.64,2.48,2.6423
4180,88.0,2.49,12.5084
4181,84.92,2.51,2.4323
4182,85.53,2.48,2.3282
4183,84.65,2.47,2.9556
4184,86.56,2.51,3.8573
4185,84.82,2.5,2.9267
4186,84.34,2.56,4.3075
4187,84.71,2.4,3.1302
4188,86.59,2.49,3.5262
4189,85.37,2.44,2.3221
4190,85.46,2.46,2.2922
4191,83.46,2.49,8.1603
4192,85.09,2.42,2.5348
4193,83.02,2.51,10.4037
4194,86.01,2.56,2.727
4195,85.61,2.44,2.3033
4196,85.13,2.44,2.2949
4197,85.06,2.49,2.3542
4198,84.45,2.5,3.0541
4199,86.1,2.4,3.2716
4200,84.6,2.52,2.6594
4201,85.32,2.4,2.2893
4202,85.34,2.43,2.3579
4203,83.89,2.55,3.9019
4204,83.1,2.43,6.3895
4205,83.51,2.56,4.7073
4206,83.19,2.55,5.492
4207,84.98,2.48,2.4368
4208,83.81,2.43,2.8444
4209,84.38,2.42,2.2254
4210,86.19,2.5,6.785
4211,82.99,2.48,4.2366
4212,84.37,2.56,2.4055
4213,83.22,2.47,3.2384
4214,85.79,2.52,6.2331
4215,83.64,2.49,2.4483
4216,84.29,2.49,2.4136
4217,82.79,2.53,3.9986
4218,82.94,2.61,3.5753
4219,84.74,2.48,3.308
4220,84.25,2.37,2.4309
4221,84.78,2.6,3.7408
4222,85.71,2.45,6.845
4223,84.4,2.51,2.7361
4224,83.84,2.42,2.2228
4225,82.86,2.53,3.7618
4226,83.85,2.56,2.3659
4227,84.94,2.5,3.4837
4228,83.91,2.38,2.1978
4229,84.33,2.54,2.4486
4230,83.86,2.56,2.4015
4231,82.18,2.43,6.6692
4232,83.92,2.57,2.3925
4233,84.52,2.53,2.5988
4234,84.67,2.49,2.7807
4235,83.47,2.52,2.7399
4236,84.81,2.46,2.9728
4237,84.83,2.53,3.0892
4238,82.86,2.49,4.1746
4239,83.53,2.47,2.6579
4240,83.81,2.45,2.3317
4241,84.07,2.66,2.4475
4242,84.1,2.49,2.2892
4243,84.66,2.59,2.9055
4244,84.14,2.45,2.2715
4245,83.64,2.57,2.5503
4246,84.68,2.49,2.8347
4247,83.59,2.53,2.5737
4248,84.45,2.55,2.5629
4249,83.81,2.42,2.2882
4250,84.33,2.6,2.4935
4251,83.1,2.6,3.5623
4252,84.18,2.51,2.3341
4253,84.18,2.57,2.3889
4254,85.52,2.51,5.1087
4255,84.08,2.51,2.3066
4256,84.73,2.54,2.8519
4257,83.41,2.36,2.7644
4258,83.06,2.64,3.9973
4259,83.1,2.51,3.6702
4260,84.53,2.66,2.6842
4261,84.89,2.48,3.0773
4262,83.4,2.49,2.8838
4263,83.22,2.61,3.3664
4264,86.06,2.65,7.8155
4265,85.5,2.48,4.8254
4266,82.87,2.57,4.3466
4267,85.55,2.53,4.8747
4268,83.22,2.62,3.6318
4269,86.25,2.57,7.7225
4270,85.12,2.51,3.2145
4271,85.02,2.53,2.9081
4272,83.59,2.69,3.4326
4273,83.44,2.59,3.8193
4274,84.06,2.64,2.7076
4275,84.58,2.53,2.3325
4276,85.45,2.5,3.3242
4277,84.89,2.61,2.5318
4278,84.97,2.57,2.528
4279,85.57,2.58,3.4681
4280,85.23,2.58,2.7137
4281,83.97,2.61,3.2416
4282,82.66,2.56,8.2784
4283,84.01,2.58,3.1864
4284,84.96,2.69,2.5181
4285,85.47,2.55,3.0027
4286,84.35,2.63,2.6136
4287,84.69,2.64,2.4321
4288,84.59,2.63,2.4421
4289,84.75,2.6,2.3968
4290,83.32,2.69,4.9778
4291,84.19,2.68,2.7343
4292,83.58,2.54,3.6416
4293,84.68,2.68,2.4914
4294,85.36,2.6,3.4162
4295,85.68,2.65,4.474
4296,83.41,2.81,4.0674
4297,84.95,2.59,2.7452
4298,84.84,2.59,2.6248
4299,83.98,2.64,2.6687
4300,84.52,2.59,2.3991
4301,84.94,2.74,2.9327
4302,84.89,2.68,2.7869
4303,85.79,2.62,4.8713
4304,84.97,2.62,2.7289
4305,84.64,2.65,2.4489
4306,85.11,2.76,2.9141
4307,84.18,2.57,2.6477
4308,85.84,2.61,4.1263
4309,85.74,2.64,3.6973
4310,83.95,2.78,3.6719
4311,84.66,2.63,2.4903
4312,86.25,2.67,4.736
4313,86.78,2.63,6.5629
4314,84.16,2.64,3.6127
4315,84.25,2.72,3.6793
4316,85.04,2.67,2.504
4317,86.13,2.66,3.4619
4318,84.91,2.74,2.7396
4319,86.24,2.64,3.5093
4320,83.18,2.77,9.2976
4321,86.38,2.72,3.8382
4322,86.31,2.71,3.6066
4323,84.73,2.61,3.0573
4324,87.2,2.64,6.4029
4325,84.62,2.78,3.6669
4326,84.69,2.65,3.3891
4327,85.46,2.64,2.4348
4328,84.09,2.72,5.4077
4329,85.19,2.67,2.5949
4330,85.87,2.67,2.6465
4331,87.78,2.69,9.6488
4332,86.44,2.76,3.7647
4333,85.43,2.7,2.5024
4334,85.14,2.75,2.8071
4335,83.54,2.81,8.6556
4336,85.76,2.67,2.4865
4337,85.07,2.73,2.8618
4338,84.92,2.81,3.1516
4339,84.35,2.8,4.471
4340,83.6,2.86,7.5271
4341,85.93,2.84,3.0922
4342,84.95,2.81,2.7287
4343,86.24,2.78,4.0837
4344,85.06,2.84,2.6166
4345,85.5,2.87,2.8605
4346,84.24,2.79,3.5459
4347,83.04,2.88,8.3701
4348,84.98,2.93,2.6954
4349,86.7,2.85,7.4882
4350,83.3,2.93,6.1112
4351,84.97,2.83,2.6605
4352,83.55,3.0,4.799
4353,83.97,2.99,3.4029
4354,85.58,2.94,4.285
4355,82.36,2.96,9.4513
4356,85.15,3.02,3.6574
4357,84.18,2.94,2.7271
4358,86.08,2.94,7.6986
4359,84.71,2.99,3.0952
4360,82.46,3.01,7.4685
4361,83.21,2.97,4.1285
4362,83.7,3.05,3.0484
4363,83.56,2.91,3.0099
4364,84.03,3.04,2.8011
4365,83.45,3.0,3.0422
4366,83.44,3.05,2.9981
4367,84.27,3.03,3.2242
4368,84.65,3.0,4.2074
4369,83.78,3.06,2.8411
4370,84.37,2.98,3.5611
4371,84.9,2.94,5.0421
4372,81.29,3.11,11.7571
4373,84.05,3.0,3.0095
4374,82.67,3.0,4.1282
4375,84.24,3.06,3.4716
4376,83.75,3.04,2.8498
4377,83.7,3.04,2.8313
4378,83.57,3.03,2.7897
4379,83.53,3.09,2.8395
4380,82.03,2.97,6.0887
4381,83.04,3.03,3.0922
4382,84.22,3.05,3.7595
4383,84.88,3.02,6.1139
4384,85.67,2.94,10.1823
4385,84.68,3.01,4.8691
4386,83.29,3.08,2.9881
4387,83.06,3.06,3.4449
4388,84.48,3.05,3.5922
4389,83.89,2.98,2.7436
4390,83.86,3.06,2.819
4391,84.11,3.05,2.8359
4392,81.94,3.1,9.5798
4393,85.3,2.99,5.1891
4394,85.27,2.97,4.9384
4395,82.79,3.09,5.512
4396,83.95,3.02,2.8245
4397,84.49,2.98,2.9313
4398,82.96,3.14,5.1309
4399,84.34,3.06,2.879
4400,84.24,3.02,2.7984
4401,84.45,3.08,3.0122
4402,84.82,3.02,3.5278
4403,83.0,3.1,4.8794
4404,83.75,3.11,3.0802
4405,83.3,3.01,3.7485
4406,85.14,3.05,4.5584
4407,84.84,3.03,3.705
4408,85.31,3.03,5.1049
4409,85.83,3.02,7.1692
4410,82.64,3.01,6.5131
4411,85.31,3.07,4.5331
4412,84.82,3.05,3.1734
4413,83.85,3.04,3.2346
4414,84.52,3.0,2.7625
4415,84.63,3.08,2.8579
4416,86.12,3.0,6.5076
4417,84.29,3.02,2.9401
4418,83.35,3.09,5.5854
4419,83.17,3.19,6.7434
4420,83.41,3.01,5.2242
4421,84.77,3.04,2.8193
4422,86.45,3.05,8.1319
4423,83.25,3.12,5.6859
4424,86.08,3.04,6.2926
4425,84.84,2.99,2.8457
4426,85.04,3.0,3.0357
4427,83.75,3.09,4.0541
4428,83.99,3.1,3.4897
4429,83.42,3.05,4.9995
4430,85.04,3.08,3.1577
4431,85.22,3.02,3.4548
4432,85.77,3.01,5.0762
4433,85.91,3.0,5.4687
4434,84.48,3.09,2.8729
4435,84.71,3.03,2.7884
4436,85.61,3.03,3.993
4437,84.15,3.03,3.3903
4438,82.66,3.08,10.0605
4439,84.47,3.04,2.9664
4440,85.28,3.09,3.2239
4441,86.34,3.07,6.6425
4442,84.77,3.07,2.8181
4443,86.08,2.99,5.1061
4444,83.92,3.05,4.2199
4445,83.23,3.11,7.2359
4446,85.94,3.02,4.4455
4447,83.79,2.98,4.5681
4448,83.51,3.07,5.6607
4449,85.45,3.06,3.4201
